"Id","pB1","pB2","pB3","pB4","pB5","predicted.bucket"
39,2.62945392509582e-05,0.999832863344482,0.00014084181260758,3.03655030815635e-10,4.75010957742748e-15,2
40,0.999997659493337,2.34050663437112e-06,2.91328729577117e-14,1.49065053059904e-22,2.69893681342268e-34,1
41,2.60170849984425e-06,0.530163281365543,0.469831420543198,2.69638217288497e-06,5.86879151347234e-13,2
42,8.90041907177804e-07,0.139488844916348,0.860510054333884,2.1070701110854e-07,8.4976359094853e-13,3
43,5.42247737500133e-08,0.255398938853942,0.744591637270174,9.36965111121571e-06,2.87408462803795e-17,3
44,1.00582290719077e-07,0.994346952117845,0.00565293112920126,1.61706629644777e-08,3.06493855990161e-16,2
45,2.81460744906213e-05,0.99993274027137,3.91136525318685e-05,1.60777861295589e-12,1.86553715098801e-22,2
46,3.01060055272801e-23,7.1125482219876e-15,6.9334071304651e-07,0.000168124436068249,0.999831182223211,5
47,2.06521316415813e-20,1.72029559026347e-09,0.0218132057097198,0.897114588259677,0.081072204310308,4
48,3.32153275729209e-21,1.3020324397697e-12,0.000255235262335421,0.999723500202337,2.12645340256809e-05,4
49,0.950582214348002,0.0494053514260945,1.24342258705176e-05,3.29805762148325e-14,1.79635727373075e-21,1
50,1.03216695325114e-06,0.99992469641882,7.42714140777323e-05,1.49030340477677e-13,2.26339953613098e-19,2
51,9.88932013297476e-16,4.85921866431669e-08,0.877576288899077,0.122422027630178,1.63487855747273e-06,3
52,0.0499510398056612,0.950048500598629,4.59595691836047e-07,1.84549113917859e-14,5.40685342684407e-23,2
53,0.999974471699182,2.55282916396216e-05,9.17861772387234e-12,7.24012498548637e-18,5.03769904772168e-29,1
54,1.59083033535119e-17,3.61907388303457e-10,0.0310661680443866,0.593156821990052,0.375777009603654,4
55,3.45332571937247e-05,0.999949888097325,1.55786454811239e-05,3.6745727120754e-17,1.78495710468511e-26,2
56,1.35640246517271e-09,0.0361545736062778,0.963837688783604,7.73625327028758e-06,4.4512419225279e-13,3
57,3.78634924944095e-19,6.02794503580941e-10,0.14877461636283,0.851188713103165,3.66699312107038e-05,4
58,2.92403351253621e-21,1.78396394389722e-12,0.00119044750788019,0.99880901933436,5.33155975550275e-07,4
59,8.3047827831794e-40,1.1416704977753e-28,4.68634697386555e-13,5.43322562579687e-08,0.999999945667275,5
60,1.47697717685738e-06,0.999974736234584,2.37867874850425e-05,7.54049006851059e-13,9.7619929439918e-22,2
61,1.57447563933649e-10,0.0097406302328087,0.979304283611892,0.0109533019955564,1.78400229488713e-06,3
62,0.999722192376397,0.000277807623602111,7.06190518137094e-16,4.44370952006537e-27,3.33305427895708e-38,1
63,9.83138460579035e-28,3.86440742224187e-16,8.31812682140164e-06,0.991585260228148,0.00840642164503068,4
64,0.921219419551206,0.0785515241305515,0.000229056318066762,1.75399947222853e-13,1.4975218812272e-18,1
65,2.13236219146935e-20,9.51044351816508e-10,0.0415048601861795,0.958492651035758,2.48782701819031e-06,4
66,4.45229460071905e-24,1.61253826842234e-16,3.07092324807846e-05,0.522919482973163,0.477049807794356,4
67,1.021754476871e-13,0.000603965291357668,0.998755443130061,0.000640591572895818,5.58305393486235e-12,3
68,1.86367130706324e-24,3.07482494421448e-13,0.000203590869999452,0.999457099021782,0.000339310107910912,4
69,0.0239064732032715,0.97609347181785,5.49788780521664e-08,1.16626057487599e-17,5.49514817509526e-23,2
70,2.06426998935215e-05,0.741939023099156,0.257235877534057,0.000804455868700856,7.98193387383025e-10,2
71,2.40903716131111e-14,0.000139954803366271,0.997774445655608,0.00208549181857523,1.07722426612879e-07,3
72,8.21935313558205e-05,0.999911278506166,6.52796240931599e-06,6.88102359285196e-14,1.10146525815789e-23,2
73,1.03579220813681e-16,5.87392139081251e-10,0.95426503580101,0.0457348065582803,1.5705331738958e-07,3
74,1.17722764016407e-05,0.999975898717455,1.23290061388551e-05,4.23053380837435e-15,1.02001689726017e-21,2
75,0.691377160131087,0.308608295289577,1.45445788053901e-05,5.30458070297261e-13,9.97221898430658e-22,1
76,0.102022687495316,0.897893549621956,8.37625531236429e-05,3.29590570794025e-10,1.40108679761675e-14,2
77,8.39701212918469e-05,0.999872731869679,4.32980042280877e-05,4.80085516318627e-12,1.34096390508042e-21,2
78,0.00659879335555688,0.993401205237846,1.40659745852916e-09,2.25260256974473e-18,1.68938663599103e-29,2
79,0.60935760798179,0.390642378812345,1.32058649447744e-08,7.61395848170181e-19,1.48792245546447e-28,1
80,0.181046856907455,0.818948674613956,4.46847858884459e-06,1.20541629675913e-16,5.34993583169952e-22,2
81,1.53088252551217e-13,9.01732648851047e-06,0.985541576391225,0.0144493739439695,3.23381639066502e-08,3
82,2.03158647690083e-12,0.000131517374102888,0.815518558936715,0.183229431778681,0.00112049190846908,3
83,3.69513537614676e-21,4.92013732663766e-11,0.00207946152654838,0.997718017040025,0.000202521384225512,4
84,0.00153287311285793,0.998131163228298,0.000335963657471313,1.37253932499681e-12,7.91295385131652e-21,2
85,4.22291778918924e-15,1.7344215908522e-09,0.999940964183028,5.90340795786161e-05,2.9676775109619e-12,3
86,3.06889776553693e-16,8.6935106600023e-09,0.075316995638448,0.924632116982502,5.08786855391691e-05,4
87,9.28305101355835e-24,2.50209965777581e-16,0.000615414259587723,0.998488249926991,0.00089633581342137,4
88,2.14711039659378e-26,2.04032114495698e-15,0.000567336550398296,0.999414044374665,1.86190749350665e-05,4
89,0.999999995871941,4.1280593589915e-09,7.67658338686989e-21,4.07746580911857e-31,1.19553353815458e-40,1
90,9.36773058324129e-05,0.550728928686181,0.447120878699314,0.00205643300324947,8.23054228530954e-08,2
91,0.833486467110602,0.166513472097261,6.07921366794474e-08,2.33315098416882e-17,1.26196016101348e-24,1
92,9.82031462635019e-06,0.999984338420583,5.84126478389776e-06,6.83628946280314e-15,2.43939853569321e-21,2
93,0.00189224254998921,0.99803414262896,7.36145124634845e-05,3.08587664341459e-10,3.44451693534287e-17,2
94,0.982392320654027,0.0176076793199775,2.59954513661154e-11,1.65144453683807e-18,9.83285869337667e-29,1
95,3.54374770158899e-18,3.92892958982609e-09,0.0693017822843695,0.930677539596367,2.06741903334293e-05,4
96,2.35949556547998e-20,8.5295337299677e-12,0.815405566034597,0.184592917024229,1.51693264357269e-06,3
97,2.38606621708761e-22,4.5917679375484e-12,0.000739421580352916,0.999260363693284,2.14721770857319e-07,4
98,0.000285680716122534,0.999633339744966,8.0979538887147e-05,2.43694388112556e-14,1.69519520366546e-19,2
99,0.997457874973349,0.00254212502523247,1.41864381406416e-12,9.12894095386232e-21,2.52235052557914e-33,1
100,0.00149293307900422,0.998325396032341,0.000181670888237485,4.16849541922227e-13,1.79007183127945e-22,2
101,4.12395220609156e-14,1.26281897974039e-06,0.973952453741612,0.0260462736911283,9.74823903727452e-09,3
102,1.21892422447132e-14,5.66719954771279e-08,0.827930811671491,0.172069066077655,6.55788463491199e-08,3
103,0.951029310954271,0.048969719870839,9.69174865055779e-07,2.50928554800528e-14,8.90886792484776e-23,1
104,4.44533187525024e-16,1.44244407992389e-07,0.131120643023079,0.868878439708122,7.7302439114151e-07,4
105,0.261408687444638,0.738591266926056,4.56293037336885e-08,2.22143566563908e-15,5.45889889844323e-21,2
106,1.39617489494368e-25,2.81634678089737e-15,0.000202044307279302,0.921467189806517,0.0783307658862005,4
107,0.999929779958584,7.022004135917e-05,5.6842018109971e-14,2.18027589552869e-24,1.04428666803974e-35,1
108,0.00011704030058355,0.999871912305816,1.10473932724951e-05,3.28220974385502e-13,2.08820934466044e-19,2
109,0.99999999678893,3.21106985845285e-09,5.53529857668161e-23,1.25934340542756e-28,7.73689466666911e-38,1
110,1.19667928854772e-12,2.69169516673106e-05,0.99428260416206,0.00569047884519053,3.98855205419606e-11,3
111,0.072305787381257,0.927521450899661,0.000172761718807067,2.75376770009476e-13,9.10606389025689e-20,2
112,7.25181593523224e-17,6.58437250720562e-10,0.966155931000316,0.0338381363259703,5.93201527622359e-06,3
113,1.56707993408932e-34,3.88109591698604e-22,2.4700677331628e-09,0.00368497636648903,0.996315021163443,5
114,1.44134973824589e-06,0.313802273254478,0.686180075673302,1.62096223812873e-05,1.00100230768815e-10,3
115,1.14683445156183e-06,0.0636983484921996,0.936041817723583,0.000258686946606354,3.15911138773686e-12,3
116,2.50005240614947e-13,0.000105715621859744,0.999801394012426,9.28903630685962e-05,2.39556867765929e-12,3
117,1.56331416976683e-05,0.999920618249074,6.37486092284923e-05,1.2874436708676e-16,7.76304360433769e-24,2
118,1.21016066790542e-07,0.0216259498406137,0.976582628030357,0.00179072629068127,5.74822280763808e-07,3
119,3.83682437645171e-13,6.78213407737264e-07,0.974539708343612,0.0254403526289406,1.92608136554569e-05,3
120,2.09958004735425e-26,5.26385247784131e-16,9.37627016888449e-05,0.994483728977625,0.00542250832068549,4
121,2.11308154486383e-11,0.0970969893452254,0.902245668094937,0.000657342502880507,3.58263389565016e-11,3
122,0.925257205715101,0.0747427940074444,2.77454885800597e-10,3.14585460757154e-21,1.2022783525587e-28,1
123,6.16128062128179e-06,0.9999354643517,5.83743673780296e-05,3.00986957478628e-13,3.42298362847504e-18,2
124,7.3075785268675e-17,5.51108754760258e-08,0.191968555842637,0.808030463898443,9.2514804468485e-07,4
125,5.77808440249225e-07,0.016617950214544,0.983378045817634,3.4261593799436e-06,1.32396472634945e-15,3
126,0.999987392789196,1.2607210803263e-05,2.83444647025946e-16,1.58832828620103e-26,7.31863796297721e-36,1
127,3.04290849285385e-10,0.0101131843949318,0.989879372233215,7.44306754805614e-06,1.4375690886034e-14,3
128,0.821202346162256,0.178797651429437,2.40830778150469e-09,1.86473634174186e-18,2.38067691212652e-26,1
129,8.14364978795041e-10,0.120743786986678,0.879254655954582,1.55624436718219e-06,7.14068746904104e-15,3
130,0.000126515354088112,0.996150781700233,0.00372270293803886,7.64033605197628e-12,8.78494898631703e-21,2
131,8.1016066308377e-14,0.000464815605365207,0.999436878486998,9.82815603441447e-05,2.43472116872318e-08,3
132,9.21235937678897e-26,1.19360531232767e-16,0.000921654271202532,0.998828586541703,0.000249759187093827,4
133,2.57713920899689e-05,0.999956361495952,1.78671118246305e-05,1.33732492858186e-13,5.68495111719339e-19,2
134,6.16043533454852e-24,2.80024303512307e-14,0.000343125129368157,0.580380862220837,0.419276012649767,4
135,1.96006138541951e-08,0.0399882296838937,0.960011742515549,8.19994327970124e-09,1.21929053740216e-16,3
136,1.58364067691153e-08,0.0255611610784497,0.974197041989818,0.000241780512860571,5.8246487708048e-10,3
137,2.60847007237165e-09,0.44851699604785,0.551482421579118,5.79764537489944e-07,2.42728196260157e-14,3
138,0.000303907613950075,0.998986319804705,0.000709772575840367,5.50478048686494e-12,1.18285779798686e-19,2
139,6.19056212210931e-28,2.33071898988511e-16,0.00019585459461366,0.999417360843958,0.000386784561427663,4
140,3.53226511112335e-18,3.94038370001963e-09,0.0660317099957696,0.933949708750342,1.85773135042298e-05,4
141,0.00070588292363858,0.999285909754164,8.20732219641012e-06,1.46280328010554e-15,2.78593931236746e-21,2
142,2.3381303386552e-21,9.88366400830173e-12,0.00040952843268138,0.99906017884114,0.000530292716294731,4
143,0.0475177348566928,0.952482060524129,2.04619177719737e-07,4.27489816378967e-17,7.78369523727438e-25,2
144,7.89992566039208e-24,7.34870980776719e-14,9.30227524942798e-05,0.9991913924724,0.000715584775032309,4
145,0.000147897118971076,0.99985152753394,5.75347088585102e-07,1.28131659140115e-18,1.77059432178003e-27,2
146,8.0856937009177e-09,0.000499541870679863,0.973584344914953,0.0259141018533955,2.00327527743608e-06,3
147,0.987465373631134,0.0125346263684205,4.45512091680608e-13,1.31794907815429e-21,1.42791063769561e-32,1
148,5.21320776899061e-25,2.85240957502214e-16,0.000778433074145967,0.998753429577026,0.000468137348828179,4
149,2.14885372176871e-06,0.0118112042893088,0.869428295454493,0.118632877542168,0.000125473860307523,3
150,0.989455677752164,0.0105443222032017,4.46342698845188e-11,2.87209279760905e-19,3.5120061548225e-30,1
151,6.3052378082524e-07,0.999721571644744,0.000277797757702954,7.37724965020546e-11,2.26899225489714e-19,2
152,1.36880932033368e-36,2.48051796986421e-24,5.00665253937038e-11,5.10189624781566e-05,0.999948980987455,5
153,2.62136696850601e-12,0.000276263454740501,0.999711275327573,1.24612144046774e-05,6.60810973524365e-13,3
154,7.33600039600154e-09,0.00548805805057709,0.994282717046006,0.000229217531177948,3.62389582120553e-11,3
155,0.999919378221392,8.06217786077961e-05,2.2201141241478e-16,2.84010899078803e-27,9.57702877780047e-38,1
156,0.999999979878305,2.01216945892343e-08,3.58103843757526e-21,1.31512104374487e-30,1.45493885405609e-43,1
157,0.577739651157046,0.422260283894734,6.49482204844659e-08,1.67041093778636e-17,9.09197043431993e-23,1
158,1.09621960969059e-30,2.08072623904726e-21,1.23102964464604e-08,0.000377257434832511,0.999622730254871,5
159,4.45451014529914e-23,8.84179565527904e-14,0.00166671611633413,0.998254639887636,7.86439959416138e-05,4
160,3.29415240833892e-33,2.80429794742173e-21,1.83171310770944e-06,0.977980210418619,0.0220179578682729,4
161,8.12330221977084e-09,0.00450359746354825,0.994883002527679,0.000613391845017819,4.04524225432706e-11,3
162,3.18116250096878e-31,1.27642993026541e-22,1.62363073356787e-09,7.80954500028685e-05,0.999921902926366,5
163,9.19923298031798e-27,5.75990437294308e-17,5.33584889473144e-05,0.950960852892307,0.0489857886187454,4
164,0.163614016376618,0.83638587585771,1.07765670142396e-07,1.55991009823728e-15,5.49026896957227e-20,2
165,0.0449213197908513,0.955065551089206,1.31291199244887e-05,1.77742057742116e-14,5.246805454971e-23,2
166,0.532058633512676,0.467941145623622,2.20863701729674e-07,2.40088018914914e-20,1.01379182719083e-26,1
167,4.68451466949532e-06,0.798858217237279,0.201137013184453,8.5063596353865e-08,2.86465996449311e-15,2
168,2.06406977780935e-32,4.21474095086982e-22,5.11375762786236e-10,1.76189356615045e-05,0.999982380552963,5
169,2.72886635643559e-23,1.54027952309575e-14,0.00110856414217011,0.998865361400656,2.60744571589802e-05,4
170,2.57489981636923e-16,2.13643340371072e-08,0.972499722079256,0.0275001359706791,1.20585730803354e-07,3
171,0.0127858547219539,0.987214085288875,5.99891710461742e-08,1.10483846451239e-17,1.42350162041759e-26,2
172,1.32984691213782e-09,0.440016091982998,0.559983634653557,2.72002442045541e-07,3.11566991291915e-11,3
173,3.50433076401178e-18,3.32070301115404e-10,0.643785370144299,0.356203388119553,1.12414040776321e-05,3
174,4.33829450594472e-07,0.998493293073298,0.0015062730951732,2.07853661901349e-12,5.13664490483597e-20,2
175,1.74818584628067e-12,1.80922443939083e-05,0.999956923407865,2.49843458883001e-05,1.04520512301397e-13,3
176,7.04633029835525e-07,0.973331829909767,0.0266674416486846,2.38064858423066e-08,2.03305594697601e-12,2
177,5.13585271814914e-18,6.30326198493739e-09,0.937445362200748,0.0625545430698707,8.8426119732891e-08,3
178,4.18899479013081e-09,0.23483588952812,0.765027283709111,0.000136822546788803,2.69857877453596e-11,3
179,1.75925980632122e-39,3.39071209481299e-27,8.98082405976084e-15,2.1497587875613e-08,0.999999978502403,5
180,0.974116301302931,0.0258836986507432,4.63256079589611e-11,1.27487723498296e-18,6.45856349781924e-29,1
181,2.9669076462982e-17,2.39880997755664e-08,0.307165681352389,0.692830917823219,3.37683629255778e-06,4
182,0.82177284423658,0.1782267455438,4.10182142763275e-07,3.74768202948858e-11,1.70492403454986e-20,1
183,3.43102282741658e-05,0.756617823098532,0.243346740192431,1.09962770836252e-06,2.68530545839344e-08,2
184,0.00292000404533431,0.755911701399042,0.241022593720012,0.000145700825043458,1.0568283917402e-11,2
185,0.0058634603195232,0.991858704730836,0.00227783493783804,1.18030181221908e-11,2.67588042236023e-18,2
186,8.30385868760964e-06,0.130054581615515,0.867521656004885,0.00241545719663396,1.32427800327033e-09,3
187,1.24459896416667e-16,3.09824931079589e-06,0.971716692962579,0.0282802072128926,1.57521715499501e-09,3
188,0.987349230044654,0.0126507624279363,7.52741000952161e-09,2.08977568331051e-19,2.93220725710223e-29,1
189,1.19248899432168e-07,0.990065842565279,0.00993403810170336,8.4117784739706e-11,1.92485670728823e-20,2
190,1.32837552092883e-18,7.28362341068247e-14,1.36761850822025e-06,0.0021280115702942,0.997870620811125,5
191,3.89271454423428e-10,4.68117097323406e-05,0.997054374306795,0.002898813512247,8.19544108694252e-11,3
192,5.68244206023167e-12,0.00514378417576663,0.994839857766926,1.63580462786898e-05,5.34607876423483e-12,3
193,1.83342139584052e-21,8.5963312248012e-13,0.00024060024898458,0.999157958554643,0.000601441195513303,4
194,7.06953064317747e-09,0.000105694474218735,0.927097299141767,0.0727969982509594,1.06352412102104e-09,3
195,5.62292550437302e-07,0.999884108573496,0.000115329112260374,2.16931124987988e-11,1.14155766780589e-18,2
196,1.41708407362655e-05,0.0370774339110354,0.962908114141659,2.81106569400854e-07,3.16013817920191e-16,3
197,1.84263328095245e-34,6.66264051751385e-25,6.11607958896976e-14,2.65744056045715e-08,0.999999973425533,5
198,2.06026797211839e-08,0.0216560105419035,0.977823214520252,0.000520748153381639,6.18178361921689e-09,3
199,0.872620048463109,0.127379908148858,4.33880335752967e-08,8.99963593083823e-18,1.67647479430467e-21,1
200,3.01766712552577e-29,1.12555794106562e-19,5.68378901174158e-10,8.78869651064368e-05,0.999912112466515,5
201,3.37974099164148e-06,0.0180990934063834,0.959014281918552,0.0228832078289902,3.71050828838204e-08,3
202,3.25039148872298e-08,0.999577769125629,0.00042219836982708,6.28827922711897e-13,6.27740694172181e-25,2
203,0.00917516448365959,0.990823408909278,1.42660701786445e-06,4.45245901954806e-14,2.34220827766061e-22,2
204,5.56870844025566e-18,7.25761880114954e-09,0.00863359896326619,0.9909235344056,0.000442859373514896,4
205,0.0244093253239357,0.975590674017964,6.58100691783065e-10,4.02279956600476e-20,3.96114679462105e-28,2
206,1.02078233385529e-10,2.7641324639711e-05,0.99868053049553,0.0012918280396131,3.81389288302365e-11,3
207,7.57631333478226e-07,0.754679270457331,0.245319971910322,1.013187536753e-12,7.46467162311669e-19,2
208,1.26260704172917e-05,0.98630063563341,0.0136867382457052,5.04674316827039e-11,5.39730417848933e-18,2
209,2.47090397621607e-19,1.87192988103349e-11,0.0119579779604176,0.979691718309626,0.00835030371123708,4
210,2.6709628324345e-08,0.953227484881876,0.0467724239828998,6.44237265891979e-08,1.86951613300157e-12,2
211,0.998567147015726,0.0014328529820318,2.24250078612034e-12,7.05969953190919e-22,1.88983699852653e-30,1
212,7.77091063344356e-12,7.04896603970687e-07,0.0740844382332152,0.925913496757249,1.36010516101285e-06,4
213,1.20217096676148e-24,1.06553324066392e-14,0.00557094493488959,0.992014748396399,0.00241430666870123,4
214,8.71035420998631e-11,0.00885808043326058,0.988861775471748,0.00228014370756088,3.00326566937692e-10,3
215,9.57714011024518e-13,0.000700342496230998,0.999045567504561,0.000254089982412221,1.58381943853507e-11,3
216,8.99864435680442e-09,0.985114815307411,0.0148851754495605,2.44384541938356e-10,3.45203965146302e-20,2
217,1.51951244943683e-19,1.02647241730901e-10,0.000738536572199534,0.99896853665683,0.000292926668323289,4
218,0.990702639013992,0.00929736098400012,2.00815009921109e-12,2.24209039238347e-21,3.30110772944643e-32,1
219,9.29872001556949e-13,0.000132505388365332,0.988398818678073,0.0114686480924307,2.78402008974195e-08,3
220,5.70946032425946e-25,6.8986664674432e-16,0.000529499441035612,0.986245292422055,0.0132252081369088,4
221,1.00638229110255e-23,6.66450798161307e-15,7.1083050449898e-05,0.999703370026769,0.000225546922774331,4
222,1.36650320360987e-21,9.82333556633034e-15,0.00962605427095819,0.990353569508039,2.0376220993076e-05,4
223,1.34684237650516e-13,8.04706458195439e-06,0.999792138416847,0.000199814518267239,1.69481684575204e-13,3
224,0.000126739747493726,0.999866325025337,6.93522716771199e-06,1.64754222675768e-15,6.09368171696394e-25,2
225,7.60664198385441e-30,3.15401501228445e-22,3.28716237303113e-12,4.48998462967312e-07,0.99999955099825,5
226,0.0487652226006262,0.951111462425149,0.000123314967020785,7.20346041715464e-12,8.61826842962105e-21,2
227,2.38554079312254e-24,1.425138732093e-16,1.19740432823466e-05,0.997498033765792,0.00248999219092498,4
228,0.114239294946816,0.885759629759587,1.07529359501721e-06,2.23866693917269e-15,2.56590744221954e-24,2
229,1.71203720408387e-06,0.999994100414792,4.18754800354494e-06,8.7270045791701e-18,9.95312252433034e-28,2
230,8.98566375649914e-24,4.44333705049485e-14,0.00144376718819466,0.998481783109396,7.44497023647174e-05,4
231,1.73317105709515e-06,0.999027953046336,0.00097031353274457,2.49856979462848e-10,5.10480255994485e-15,2
232,9.03518988048638e-27,1.43240883488427e-17,6.31433870069301e-06,0.887534419564096,0.112459266097203,4
233,0.000526645773384861,0.999217602972457,0.000255751254108491,4.93963851626373e-14,1.931650919837e-20,2
234,2.52667209492287e-08,0.999160853699834,0.000839121021180603,1.22644363607268e-11,5.41801194110223e-20,2
235,3.60111648879449e-23,7.29362697047578e-15,0.00352543471982179,0.991243677549003,0.00523088773116818,4
236,0.00633536434060931,0.993663170352657,1.46530672153034e-06,1.23790296654029e-14,6.48182843728627e-23,2
237,1.04421523438095e-21,2.43396916667671e-12,0.000872630592255402,0.998971271361704,0.000156098043606703,4
238,1.13355534573066e-17,1.33049083062328e-09,0.0675495659593782,0.932450378832428,5.38777028698382e-08,4
239,1.04149638843361e-28,2.50020370873996e-20,2.07401994818853e-08,3.50315944211878e-05,0.999964947665379,5
240,0.0111153611920542,0.988884157716775,4.81091164693762e-07,5.76146266044383e-15,2.35575646081292e-24,2
241,5.71355913636351e-25,1.73681072507211e-14,2.21091205455098e-05,0.999680855791594,0.000297035087842828,4
242,0.012507402184495,0.987463427570996,2.91702359917385e-05,8.51753724088913e-12,3.54379313923995e-17,2
243,0.999034922256948,0.00096507774299961,5.22074044393234e-14,5.15561551126317e-25,6.34789417014944e-35,1
244,4.64210462292705e-09,0.00589076322346744,0.994098123843394,1.11082910131058e-05,2.1111559742547e-14,3
245,2.20478751665058e-23,2.99369890655174e-13,0.0011994822840421,0.998786963644281,1.35540713776375e-05,4
246,6.38358343014846e-10,0.000106724490763164,0.999859326129547,3.39443747047126e-05,4.36662635552380e-09,3
247,0.999999285469273,7.14530727235661e-07,1.16031699827611e-20,4.62171746418652e-31,9.02319725329223e-44,1
248,0.00016798967081906,0.998283371544029,0.00154863747982475,1.30530692557817e-09,2.04605812802475e-14,2
249,4.57493964284451e-21,4.75524848009817e-12,0.00239884691579624,0.99760101422393,1.38855518598032e-07,4
250,6.27355363107969e-19,1.01618051754416e-08,0.989071045337677,0.0109287976787249,1.46821792772954e-07,3
251,0.936843440166153,0.0631564116476485,1.48186194785309e-07,3.41635309771221e-15,5.34828052285665e-24,1
252,1.86230896769065e-25,3.02502072060734e-15,1.48964515667188e-06,0.374425311104572,0.625573199250269,5
253,9.91110236718482e-19,3.64381227716251e-12,0.00394067930372297,0.996050949169141,8.37152349236167e-06,4
254,5.38377422198749e-14,0.00297284146590608,0.996991009360411,3.61487079061299e-05,4.65722639875129e-10,3
255,1.06553619006157e-05,0.999915933775118,7.34108610432951e-05,1.93842974145466e-12,4.0846657765969e-20,2
256,1.69377926696623e-24,5.7786917811143e-16,0.000947267398336797,0.998977996072717,7.47365289460173e-05,4
257,3.7643877388019e-21,9.07882109840497e-13,0.0107713343659163,0.989226791898295,1.87373488098572e-06,4
258,7.36990189008299e-26,4.87338041498918e-14,4.14260146020619e-05,0.999378441242386,0.000580132742963347,4
259,1.97760955456766e-24,1.89744914423823e-14,0.000718473783697305,0.999232398511634,4.91277046500213e-05,4
260,0.890957303817348,0.109042606379984,8.98026555829453e-08,1.26901449607219e-14,9.26239919499654e-22,1
