"Id","B1","B2","B3","B4","B5","I1","I2","I3","I4","I5"
50,0.874926925042941,0.999998262288011,0.000694355820094895,3.8766463362302e-12,1.424098811352e-18,0,1,0,0,0
51,4.10290493751095e-13,1.06754358081732e-06,0.999498082514673,0.895258667729464,4.73228225398478e-06,0,0,1,0,0
52,0.999940883979617,0.999875217922058,0.000146703064566437,2.3010036307238e-12,2.87431108964226e-20,1,0,0,0,0
53,0.999993170292718,0.891907274971672,1.86245060621298e-07,1.20743024055674e-13,5.22243180002244e-19,1,0,0,0,0
54,3.00723891220891e-15,9.68035589235398e-10,0.0214592373784371,0.98641004299887,0.999961437501499,0,0,0,0,1
55,0.950953804614031,0.999998729911215,0.0275950829581837,1.36808352076345e-13,6.77035403166128e-23,0,1,0,0,0
56,1.65835895698938e-07,0.627820775944601,0.94950035065398,0.000153020553450617,2.72600761394513e-12,0,0,1,0,0
57,3.93812094818867e-18,4.29956998390222e-09,0.998993073631078,0.999965716474293,0.00101398114149728,0,0,0,1,0
58,3.8904776865225e-15,1.03307339011312e-08,0.999544003621483,0.999999031206319,0.0105112671820213,0,0,0,1,0
59,2.14635757005581e-23,4.61592113155687e-17,0.0297350082010305,0.999991725607023,0.999999999999959,0,0,0,0,1
60,0.993745010961467,0.999995392769713,9.49298657213738e-05,1.18288277199278e-11,3.93464583644825e-19,0,1,0,0,0
61,6.15598339005299e-06,0.339163275043993,0.60552614730537,0.000177480028029277,2.99728605659935e-11,0,0,1,0,0
62,0.999999999992295,0.999991179386879,6.4330601192614e-09,1.62246222378996e-19,5.50220940381842e-27,1,0,0,0,0
63,5.23531675815737e-21,5.11506444351119e-11,0.962470078453297,0.999999898675143,0.999446867726801,0,0,0,1,0
64,0.988088890478654,0.970207838884488,0.0157067529194007,3.01117801583489e-10,7.79075596310833e-18,1,0,0,0,0
65,1.66298076489251e-15,1.10625612933962e-06,0.999315590275805,0.999961625214826,0.00461019463915648,0,0,0,1,0
66,2.57033298204324e-19,2.98103677746655e-13,0.213552888343169,0.999999275497266,0.999999983195697,0,0,0,0,1
67,8.97410762891251e-11,0.0129208145401258,0.964351909342629,0.00576461312448071,3.97013272814414e-10,0,0,1,0,0
68,5.06425391926377e-18,1.6746062048802e-08,0.997821569896256,0.999999848348144,0.938949117655002,0,0,0,1,0
69,0.999999977130287,0.999998969383514,1.64623572952464e-06,7.68628135310381e-16,8.71597332523683e-21,1,0,0,0,0
70,2.32174323357233e-08,0.00874218074521628,0.764259298506409,0.0105244976514854,2.14549465330209e-10,0,0,1,0,0
71,1.56229992254578e-12,0.00749442890750848,0.960352563447409,0.136657219391448,6.5010612330438e-07,0,0,1,0,0
72,0.99773009323015,0.999995186333873,0.00393340837351547,1.47677109323894e-11,1.40017679208314e-19,0,1,0,0,0
73,6.17043805178902e-14,6.72511583035892e-08,0.999970997097778,0.990241057574234,7.08480329518474e-06,0,0,1,0,0
74,0.304230944754493,0.999974571932132,0.0446841178769538,9.29312651886708e-11,5.07649839398326e-17,0,1,0,0,0
75,0.983810830829614,0.618296950143128,7.81176664460438e-05,3.30168350167238e-09,5.66394391651116e-17,1,0,0,0,0
76,0.997945916777908,0.994534723398418,1.11080049751964e-06,4.20968609573835e-13,4.50808038295951e-18,1,0,0,0,0
77,0.999610045167143,0.999989264367122,3.36971467480856e-05,6.06343859622577e-13,4.83940799373689e-22,0,1,0,0,0
78,0.999999997506266,0.999999991694362,1.455116617654e-07,2.35882318520193e-17,1.4333739849352e-25,1,0,0,0,0
79,0.996775196319411,0.99987081206875,4.36014056439421e-05,1.09297701480508e-12,7.90345134878511e-17,0,1,0,0,0
80,0.999997003986582,0.998534385044389,0.000270108677097033,1.33997451563957e-13,1.0422469104605e-18,1,0,0,0,0
81,5.61392619978198e-10,0.00445757677460673,0.634309632626822,0.0295566188236852,5.45883268849612e-09,0,0,1,0,0
82,1.39948622788507e-11,0.000208448880179535,0.116186957835289,0.00576166912835526,0.000170461231453551,0,0,1,0,0
83,8.44910378917702e-17,1.98711408272329e-08,0.732712961446778,0.99998448342073,0.97947722057656,0,0,0,1,0
84,0.865258079505014,0.999606931273498,0.0888697514140598,9.25764870861939e-11,1.09811046705077e-17,0,1,0,0,0
85,3.21246189022506e-13,8.61422789707364e-07,0.999969826729626,0.15238831427682,1.91991717030274e-09,0,0,1,0,0
86,9.54636986240867e-15,3.31898151808134e-08,0.898912437403879,0.999688371599245,0.075952393668232,0,0,0,1,0
87,2.91493622058257e-18,6.32297241606137e-12,0.99981194819602,0.999999676929427,0.961453211795368,0,0,0,1,0
88,2.64112135343308e-17,2.56064554136236e-09,0.990128817032505,0.999962574916928,0.00026002028997717,0,0,0,1,0
89,0.999999999999892,0.913614508908954,1.53783117136602e-10,8.29084599289792e-21,1.11817698328332e-26,1,0,0,0,0
90,0.000979985648428565,0.176042680595752,0.00472214291470911,2.9056624664692e-05,2.20837183935363e-09,0,1,0,0,0
91,0.999998851220227,0.999816052577116,1.5872762327155e-05,3.13157598491811e-13,1.41002671609614e-20,1,0,0,0,0
92,0.961956955215888,0.999990866589145,0.00612172939637387,3.35985873538624e-12,1.58878156420489e-17,0,1,0,0,0
93,0.701583973883278,0.988252847085988,0.00243450978133624,5.03592445215785e-09,1.40122014289375e-15,0,1,0,0,0
94,0.997164220766525,0.973742544027612,2.63547285587431e-05,4.9208874777461e-12,9.16919016176271e-16,1,0,0,0,0
95,1.95110148743958e-14,1.90032021180487e-06,0.998438545748606,0.99991823606853,0.00220240905713107,0,0,0,1,0
96,3.79845914789302e-18,1.3895352073192e-10,0.99964901382534,0.981555642327856,6.63882504894645e-05,0,0,1,0,0
97,1.032577023848e-16,1.08381902064478e-07,0.998565368606986,0.999998825228556,0.0378060236628623,0,0,0,1,0
98,0.985517963528534,0.999789788088,1.53453231479894e-05,2.37464787633837e-14,1.18397475542824e-20,0,1,0,0,0
99,0.999999996517061,0.999992487727724,3.1259414874268e-06,1.74659442175034e-15,1.25015207828751e-24,1,0,0,0,0
100,0.974348456371221,0.999579027706912,0.00218006715871678,1.92582142670545e-11,4.23356430896726e-19,0,1,0,0,0
101,2.1539472573662e-13,9.92842170874182e-05,0.998641726305501,0.917624250169957,7.27231246150724e-07,0,0,1,0,0
102,1.50861637108143e-13,1.10219613978464e-06,0.999121512809472,0.998088821444303,1.80089192637395e-05,0,0,1,0,0
103,0.93625842625296,0.987663690484349,0.00136487602716501,6.91482545745014e-10,6.01715048545578e-17,0,1,0,0,0
104,1.71880918619818e-11,1.11489868261533e-06,0.847606203879858,0.999527469447674,0.0029861487904999,0,0,0,1,0
105,0.999800360349908,0.998859597832906,8.29730755809723e-08,9.15189813176006e-16,1.5618626112197e-20,1,0,0,0,0
106,3.22827766864396e-20,4.17862570436354e-11,0.992163016226436,0.999999282171152,0.999594980232,0,0,0,1,0
107,0.999999999999992,0.99989251878736,5.5381969739433e-10,6.52585484708358e-21,9.00481581134267e-32,1,0,0,0,0
108,0.999995685689758,0.999993486317819,5.88052710259023e-06,1.5037745862774e-13,3.79049604829887e-19,1,0,0,0,0
109,0.99999999997388,0.987238438568716,3.90943321687812e-10,4.7247407413359e-18,2.22275790550082e-24,1,0,0,0,0
110,6.44081385141797e-12,0.00366295860211871,0.996980426289446,0.256173523239231,9.92736863497708e-09,0,0,1,0,0
111,0.999795661001878,0.999742872050924,0.000544172736632269,4.48511743527384e-12,3.49114311863408e-19,1,0,0,0,0
112,6.51503551279788e-15,8.55258786863847e-08,0.999893203440869,0.961983024349783,4.72866079600434e-05,0,0,1,0,0
113,2.85728624476596e-22,2.36919463308319e-13,0.025446712554242,0.999999667364133,0.99999999998062,0,0,0,0,1
114,7.90130676355222e-08,0.310269673203413,0.1090451660816,0.000683764127286601,3.20932809469564e-09,0,1,0,0,0
115,9.29891301188648e-06,0.314561096034755,0.0773739392402923,2.4447924720344e-05,5.70839578111175e-13,0,1,0,0,0
116,1.55530185998885e-10,0.000838086241158309,0.973954992064267,0.00349272176963562,6.35667295197825e-13,0,0,1,0,0
117,0.889590136978976,0.999998614689878,0.00129970401246834,2.43453315155867e-14,6.59725765352417e-20,0,1,0,0,0
118,0.075425595948643,0.332294784219677,0.269090609379286,6.15830971926582e-06,1.90414042035561e-12,0,1,0,0,0
119,3.72408593087297e-12,4.39759322835756e-07,0.169687931053794,0.737283931305989,0.422101520360349,0,0,0,1,0
120,1.31828818386876e-15,4.97983360741608e-09,0.998942084175795,0.99999889183736,0.312348058523379,0,0,0,1,0
121,1.86825439321396e-09,0.406681429771812,0.361027986999858,4.04430801038811e-05,1.74347023956e-11,0,1,0,0,0
122,0.999999997515986,0.999979661448636,2.54198669023188e-07,2.46139334956746e-17,4.2953152488244e-25,1,0,0,0,0
123,0.855674786151059,0.999993967953748,0.000849046475838545,1.55852307382912e-11,2.5973107219009e-17,0,1,0,0,0
124,3.16749774773542e-12,3.728882472206e-06,0.98539931713742,0.999544658206881,0.000249109583063371,0,0,0,1,0
125,1.17949320590408e-06,0.148309969411143,0.952767137077278,7.70660348704822e-05,2.53701075172135e-15,0,0,1,0,0
126,0.999999999928334,0.999914465697952,9.17475495487112e-09,2.51879845983722e-19,3.45942528472896e-24,1,0,0,0,0
127,4.13233486945079e-08,0.8156758633675,0.935187911239648,0.000286319684014546,1.0638025237271e-13,0,0,1,0,0
128,0.999999975601403,0.997800519604418,2.28767760173851e-07,1.56618951022807e-16,7.55732267125094e-23,1,0,0,0,0
129,2.0103445959193e-06,0.646892199126093,0.923588391112919,1.95208424915295e-06,2.42210614735166e-15,0,0,1,0,0
130,0.00272315557090841,0.998794364484132,0.00711662269143576,1.40089954183091e-11,4.41173437949209e-18,0,1,0,0,0
131,5.66436797450513e-11,0.00344553454150843,0.95484574675059,0.0363787177819146,5.20817341874925e-07,0,0,1,0,0
132,1.11546100508383e-20,4.93793379391441e-12,0.999979245198128,0.999999968616749,0.978594669049053,0,0,0,1,0
133,0.857745274009052,0.999871287225299,0.0138028982269878,6.91874553599349e-10,1.7490036604752e-16,0,1,0,0,0
134,8.77001839050856e-18,2.77643528423334e-10,0.945443827029723,0.999991525797719,0.999908893949477,0,0,0,1,0
135,1.78526591380596e-06,0.920434409366169,0.967551196549043,1.69755441424158e-07,4.03710458196471e-16,0,0,1,0,0
136,2.41250618605458e-07,0.0912679938129451,0.899121622911291,0.000386898865713693,1.79787501213931e-09,0,0,1,0,0
137,1.18444023351903e-05,0.988791240999549,0.246047882106733,7.74185970050289e-07,2.37601080459193e-16,0,1,0,0,0
138,0.0162898777650945,0.77024466742059,0.00217450370750207,8.88408709945158e-10,2.7420921554228e-13,0,1,0,0,0
139,3.43323850034247e-21,1.20045775432581e-11,0.993624819612033,0.999999992220726,0.99996039800512,0,0,0,1,0
140,2.03835396052117e-14,1.86493615015369e-06,0.998410184848177,0.999888082598248,0.0016865401457391,0,0,0,1,0
141,0.999420655538155,0.999981216453436,0.000583642430637424,2.65439675221128e-13,1.29527486333916e-19,0,1,0,0,0
142,1.71334092939641e-15,1.08487710220935e-07,0.98321417672696,0.999996372148168,0.691820442989481,0,0,0,1,0
143,0.999720685392481,0.999956424414772,0.000289555010782996,5.4122855390293e-13,1.706798459471e-20,0,1,0,0,0
144,3.26461166330816e-18,7.82267105555784e-09,0.997080005409031,0.999999837535469,0.984093135639861,0,0,0,1,0
145,0.817119560483293,0.999999915172509,0.000273731441694393,3.21192383176426e-15,5.63885874854268e-22,0,1,0,0,0
146,1.43157226973613e-08,5.49845388034898e-05,0.139846599418455,0.0237963914217858,5.88069703033318e-09,0,0,1,0,0
147,0.999999999996522,0.999999837734197,1.27933904117588e-09,1.60789119790214e-18,2.01845499257957e-28,1,0,0,0,0
148,3.87570096929834e-20,4.42370279976658e-12,0.999939056395249,0.999999935934585,0.981686297770745,0,0,0,1,0
149,3.18246615676851e-06,0.00340698185645011,0.0251463836125728,0.00540103229455538,5.08355735041745e-06,0,0,1,0,0
150,0.999999999619604,0.999982326533521,7.04092732973516e-08,3.08035105861153e-16,1.90570394701854e-27,1,0,0,0,0
151,0.0357908402137195,0.999857955443259,0.0399938205836594,9.43181116556669e-09,2.24813533719298e-16,0,1,0,0,0
152,3.53093793715755e-21,1.25338454873421e-12,0.0123475630158214,0.999998535385305,0.9999999999655,0,0,0,0,1
153,4.06440146206101e-11,0.0163958717498076,0.994352817942154,0.00196918111495733,1.25091535423067e-10,0,0,1,0,0
154,4.82566247831346e-07,0.140151722446759,0.241862915000434,0.000771863069356276,2.28514217074115e-10,0,0,1,0,0
155,0.999999999999946,0.999999285587131,1.82157555477553e-10,7.21844208615515e-21,3.4690928483528e-29,1,0,0,0,0
156,0.999999999999799,0.999764564171045,1.42822622570312e-08,2.32074120293774e-19,1.58635328679193e-26,1,0,0,0,0
157,0.999996898622486,0.999986641958099,8.23339276454902e-06,3.21606671460137e-14,3.70761243276917e-19,1,0,0,0,0
158,1.57055597343139e-18,1.23927772365166e-13,0.115176574977737,0.999995339687916,0.99999999377277,0,0,0,0,1
159,1.73354144400581e-18,1.07031762720304e-09,0.99827549683391,0.999999349830592,0.16917784396724,0,0,0,1,0
160,2.24851939759507e-21,3.13527223168589e-12,0.999838088415017,0.999999998152914,0.999943546588644,0,0,0,1,0
161,4.3410963060573e-08,0.0228972501254309,0.922214336710295,0.0157913209323429,1.33037024079011e-10,0,0,1,0,0
162,6.19373399837212e-23,8.6799306920714e-15,0.0601558325146769,0.999999651874434,0.999999999998262,0,0,0,0,1
163,5.98140556077372e-17,2.01553359992766e-09,0.980611057086716,0.999999411707131,0.890503010478631,0,0,0,1,0
164,0.999999641443597,0.999744913660598,1.72874705335313e-06,1.03922828229893e-13,4.21568318735928e-16,1,0,0,0,0
165,0.999978248050731,0.999488222763717,5.33529428993935e-06,3.53513065762772e-13,2.72920388428093e-22,1,0,0,0,0
166,0.999963806897994,0.999506209630772,3.84093753622356e-05,1.48668018815975e-12,6.71102277042116e-18,1,0,0,0,0
167,0.00012708653434137,0.442711179029304,0.000306886560338665,2.82334944402018e-09,5.2473194639255e-13,0,1,0,0,0
168,1.9230070078105e-20,2.50220270523888e-12,0.00809835500564282,0.999814441125298,0.999999998131349,0,0,0,0,1
169,1.91206213436079e-17,9.3893434577473e-11,0.999944208389415,0.999999340251702,0.53177057691687,0,0,0,1,0
170,3.69344122083699e-13,1.32943408750931e-06,0.994327753365397,0.960329694241225,1.22100451591917e-05,0,0,1,0,0
171,0.999996929341359,0.999995807381783,8.66784726364313e-05,6.21495468993171e-15,1.73557370805466e-21,1,0,0,0,0
172,6.64252652476518e-09,0.23091692715612,0.022990842199576,1.49181100480295e-07,5.014304965686e-12,0,1,0,0,0
173,3.68664552238311e-16,1.41590288841196e-09,0.992346245667891,0.999692018794175,0.0022049900978978,0,0,0,1,0
174,0.000614388123833958,0.996880610446794,0.43765208029544,6.04437432610559e-09,1.12337528443195e-15,0,1,0,0,0
175,1.24628911015019e-11,0.000270132483118141,0.972298915620439,0.000451988387108258,3.80760460412371e-10,0,0,1,0,0
176,3.97303315401884e-06,0.738858285287284,0.0322728684353194,2.09345327843827e-05,1.62160969027334e-10,0,1,0,0,0
177,7.08307893922779e-16,6.25933209737345e-07,0.998996457271648,0.99858085668181,0.000126028582250422,0,0,1,0,0
178,1.94561701785534e-08,0.160312489678584,0.188492516397645,0.000668218228168729,3.55097315686418e-09,0,0,1,0,0
179,5.61686935653845e-23,1.71774681346643e-14,0.00130051180168143,0.999988849100892,0.999999999999942,0,0,0,0,1
180,0.999999998029235,0.999196009388133,7.21843443857526e-07,1.20594249470492e-15,1.65527982031875e-23,1,0,0,0,0
181,1.83000602966807e-15,7.94494105963928e-08,0.985795156684789,0.998557465703592,1.1915221838077e-05,0,0,0,1,0
182,0.999776539998001,0.983077428935498,3.18931834715337e-05,7.9621999269983e-12,3.47708584710704e-18,1,0,0,0,0
183,0.00257802141425985,0.682716792660786,0.00224155647096595,4.29042741330778e-08,5.59488794335602e-10,0,1,0,0,0
184,0.247457206794027,0.0053926280858131,0.0205459947595828,9.91710228750999e-07,1.62559266657279e-14,1,0,0,0,0
185,0.905568757369505,0.972861124163371,0.00755033678141316,1.04667301328765e-09,1.05117175171057e-17,0,1,0,0,0
186,0.000122155302662576,2.19883839436143e-05,6.15607233306939e-06,3.4096187855208e-08,1.08003078981941e-06,1,0,0,0,0
187,7.11565348604704e-14,0.000299638200329625,0.997999384496964,0.943821158136835,2.68495923588899e-07,0,0,1,0,0
188,0.999999995374431,0.999327748223266,5.57500937739467e-07,3.76986817908525e-18,4.0935554575204e-27,1,0,0,0,0
189,2.0624536607658e-06,0.995436252989396,0.00914656295162337,9.11251475674862e-10,5.55496174644676e-18,0,1,0,0,0
190,5.65041843675845e-16,6.57418780717236e-10,0.0247593131413267,0.995284396416597,0.999975490470075,0,0,0,0,1
191,1.7411111821113e-10,0.00104800171930365,0.522983024685587,0.0141004243377858,9.01676354729664e-09,0,0,1,0,0
192,1.06637692883366e-09,0.188122153155753,0.92069897991871,0.000318941169725199,4.20558537761482e-10,0,0,1,0,0
193,1.08419323635906e-16,2.60308953586014e-08,0.993500974388687,0.999999269253703,0.898224047661365,0,0,0,1,0
194,1.43157226973613e-08,5.49845388034898e-05,0.139846599418455,0.0237963914217858,5.88069703033318e-09,0,0,1,0,0
195,0.564329134383139,0.999990597299264,0.000403192569166055,4.03571192657271e-11,6.54656805035258e-18,0,1,0,0,0
196,5.17426653166927e-07,0.853168562523889,0.966518040199787,2.2925438669917e-05,8.17993512126214e-16,0,0,1,0,0
197,8.19679651124112e-21,4.7953349766212e-13,0.000548722368791689,0.999884762249949,0.999999999996471,0,0,0,0,1
198,2.13504861217023e-09,0.000676137264634377,0.0987417679251996,0.000798440587770145,7.55758585235852e-08,0,0,1,0,0
199,0.99999989135712,0.999344736469235,8.7314045233603e-06,9.4928251028015e-15,3.15148079297456e-16,1,0,0,0,0
200,7.00595604905782e-21,9.77910437859373e-13,0.00907601454373209,0.999996505574992,0.999999999996302,0,0,0,0,1
201,0.000531725266850859,0.00504768332074373,0.290082944720571,0.00311650754108799,5.58012955712389e-10,0,0,1,0,0
202,0.0057869646636761,0.999937229131121,0.201806935446848,1.57118584200134e-09,9.53071313501809e-20,0,1,0,0,0
203,0.999996030727107,0.999755232232721,3.84544936130572e-05,8.35725073360528e-14,2.90108756841268e-20,1,0,0,0,0
204,2.09317418155538e-14,1.61887575026819e-06,0.669418741630254,0.998457021222119,0.0330337458761688,0,0,0,1,0
205,0.999999999197195,0.999999940331838,2.61766820080106e-08,4.97102107245627e-19,9.59878088240767e-25,1,0,0,0,0
206,1.48122400888256e-08,0.000385082887222069,0.996878677379971,0.156947513114156,1.44155678792628e-09,0,0,1,0,0
207,0.00156095228788826,0.999788326962251,0.147727114883096,5.06549826144603e-13,5.26386982437114e-20,0,1,0,0,0
208,0.0161010230323756,0.99978312279211,0.0111235144517455,9.51525218224233e-11,9.82048910509659e-18,0,1,0,0,0
209,2.21445366553829e-17,3.71084149487238e-08,0.996851040113292,0.999983216141776,0.744905866957718,0,0,0,1,0
210,1.98085407623612e-07,0.9877053081216,0.0490251737696093,1.10406516103178e-07,3.06884525270723e-12,0,1,0,0,0
211,0.99999998400101,0.999976331169689,9.04556588046024e-07,3.13514287898446e-15,9.93083286314781e-21,1,0,0,0,0
212,4.8860691648083e-10,2.07368022601022e-05,0.943569104268754,0.994966080861795,8.77236543890188e-05,0,0,0,1,0
213,8.99271968194443e-17,3.22114622157592e-08,0.999261296225774,0.999987471186303,0.00742668070868001,0,0,0,1,0
214,4.26604971651649e-09,0.133369712689203,0.861265953771259,0.007683034808576,7.58489083974326e-11,0,0,1,0,0
215,6.62427106757238e-09,0.0949976700020557,0.777303633788437,0.000126881109031286,2.37343891094392e-12,0,0,1,0,0
216,0.0027558529892616,0.999960875999749,0.0129785570718326,1.53392951299324e-10,8.81175604457363e-20,0,1,0,0,0
217,7.6054499659234e-15,6.43225411348336e-07,0.956079315821897,0.999991792152641,0.250954613824428,0,0,0,1,0
218,0.999999971596317,0.999994771044873,5.13280400560473e-06,6.04727194799502e-16,4.36677794787394e-23,1,0,0,0,0
219,1.16137100333532e-11,0.00305311761570874,0.881372759984033,0.069349899383576,8.84504343961212e-08,0,0,1,0,0
220,1.21430655641205e-15,5.59379669953431e-09,0.996778609560446,0.99998817862144,0.217969956337258,0,0,0,1,0
221,5.06773966269956e-13,9.19752560980874e-08,0.983055521294376,0.999992717455468,0.0115437932021515,0,0,0,1,0
222,3.80650574397758e-17,3.49569826515522e-11,0.999907447309022,0.999999134129522,0.206619567638036,0,0,0,1,0
223,2.49569226228494e-10,0.0145994265096736,0.998771432676495,0.0144247866211422,1.12054604474666e-12,0,0,1,0,0
224,0.999126419261812,0.999991484399504,0.0115771814189559,5.81312481123757e-12,1.03941972750337e-19,0,1,0,0,0
225,2.72005336473374e-21,1.61888787676535e-14,0.00038601165017668,0.999723344479245,0.999999999999961,0,0,0,0,1
226,0.998789370540576,0.999525257354374,9.36345659650695e-05,3.20083294883974e-12,1.57678513885539e-20,0,1,0,0,0
227,3.05054962434766e-20,9.635814268937e-13,0.888000332480854,0.999999991094949,0.999997172984897,0,0,0,1,0
228,0.999997577914152,0.99999574423114,4.08054135571435e-06,1.77204258528051e-15,1.09913042008875e-22,1,0,0,0,0
229,0.997296423615075,0.99999993140591,0.000812524969116925,2.67545640578588e-15,4.28974129123756e-26,0,1,0,0,0
230,2.92680735468106e-17,6.67742789720807e-10,0.999324539866674,0.999998309810741,0.509284535386086,0,0,0,1,0
231,0.117731149366724,0.999857784747271,0.00295799605393855,4.41113602287681e-10,4.02055927341163e-15,0,1,0,0,0
232,5.3826921012874e-21,1.43410524126245e-13,0.336692524012081,0.999999970642051,0.999999995610956,0,0,0,0,1
233,0.99978911286427,0.999904949656431,4.10895490973217e-05,3.33351132725006e-14,3.42988972413539e-21,0,1,0,0,0
